"ridership","Austin","Quincy_Wells","Belmont","Archer_35th","Oak_Park","Western","Clark_Lake","Clinton","Merchandise_Mart","Irving_Park","Washington_Wells","Harlem","Monroe","Polk","Ashland","Kedzie","Addison","Jefferson_Park","Montrose","California","temp_min","temp","temp_max","temp_change","dew","humidity","pressure","pressure_change","wind","wind_max","gust","gust_max","percip","percip_max","weather_rain","weather_snow","weather_cloud","weather_storm","Blackhawks_Away","Blackhawks_Home","Bulls_Away","Bulls_Home","Bears_Away","Bears_Home","WhiteSox_Away","WhiteSox_Home","Cubs_Away","Cubs_Home","date"
6.517,0.836,1.141,2.743,1.358,0.572,1.782,6.721,1.508,0.027,2.305,0.788,1.17,2.412,0.772,0.794,1.152,1.435,3.141,1.013,0.61,51.1,59.55,70,18.9,44.1,59,30.03,0.0899999999999999,6.9,13.8,0,17.3,0,0,0,0,0.958333333333333,0,0,0,0,0,0,1,1,1,1,1,2015-09-13
22.191,2.221,8.081,5.754,3.42,2.016,4.865,21.59,4.159,7.832,4.621,8.094,3.148,7.757,3.834,1.603,2.831,3.143,7.051,2.771,1.282,55.9,63.95,82.9,27,47.45,52,30.02,0.0899999999999999,10.95,19.6,0,32.2,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,1,1,1,1,2015-09-14
22.674,2.401,8.307,5.95,3.518,2.062,4.973,21.862,4.089,8.215,4.822,8.216,3.275,7.927,4.03,1.832,2.996,3.241,7.379,2.848,1.355,64.9,72.5,84,19.1,53.1,49,30.15,0.169999999999998,11.5,17.3,0,28.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-09-15
22.521,2.177,8.159,6.006,3.597,2.017,4.79,21.617,4.075,8.149,4.821,8.192,3.226,8.092,3.925,1.724,2.95,3.341,7.452,2.826,1.346,63,73,84,21,51.55,45,30.18,0.149999999999999,9.8,18.4,0,26.5,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,1,1,2015-09-16
23.117,2.356,7.979,6.209,3.656,2.064,4.942,22.428,4.278,7.754,4.939,7.844,3.375,8.48,3.856,1.836,2.951,3.198,7.679,2.876,1.334,66,76,86,20,59,57,30,0.23,10.4,16.1,0,29.9,0,0.2,0.142857142857143,0,0.5,0.178571428571429,0,0,0,0,0,0,1,1,1,1,2015-09-17
21.965,2.16,6.537,6.147,3.532,1.859,4.663,20.399,3.96,6.325,4.961,6.626,3.173,7.876,3.635,2.015,2.732,3.506,7.569,2.725,1.247,68,72,80.1,12.1,66.9,84,29.82,0.109999999999999,9.2,18.4,0,27.6,0,0.45,0.6,0,0.377777777777778,0.777777777777778,0,0,0,0,0,0,1,1,1,1,2015-09-18
8.511,1.043,1.968,3.487,1.814,0.844,2.468,7.289,1.735,1.603,2.739,1.38,1.683,2.756,1.148,1.403,1.574,1.88,4.678,1.464,0.804,59,66.9,71.1,12.1,59,87,29.8,0.409999999999997,12.7,23,0,31.1,0,0.94,0.333333333333333,0,0.622222222222222,0.4,0,0,0,0,0,0,1,1,1,1,2015-09-19
7.254,0.897,2.083,2.898,1.56,0.72,1.981,6.938,1.616,1.38,2.393,1.095,1.362,2.475,0.822,1.077,1.338,1.616,3.927,1.14,0.71,54,62.55,71.1,17.1,48.9,61.5,30.135,0.119999999999997,4.05,9.2,0,0,0,0,0,0,0.875,0,0,0,0,0,0,1,1,1,1,1,2015-09-20
22.337,0.787,1.799,2.62,1.35,0.543,1.771,6.416,1.645,1.058,2.09,0.988,1.093,2.337,0.756,0.713,1.274,1.189,3.589,1.007,0.56,57,63.5,73,16,48,65,30.125,0.0800000000000018,5.8,11.5,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,1,1,1,1,2015-09-21
22.45,2.197,8.367,5.651,3.28,1.876,4.403,21.447,4.309,8.135,4.641,8.181,3.096,7.862,3.72,1.683,2.769,3.177,7.058,2.73,1.182,57.9,64.45,80.1,22.2,49.45,61,30.15,0.0999999999999979,4.6,10.4,0,0,0,0,0,0,0.583333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-09-22
21.77,2.366,8.276,6.012,3.684,2.076,5.113,21.845,4.106,8.056,4.941,8.225,3.506,8.101,3.97,1.951,3.114,3.356,7.649,2.907,1.362,62.1,70.1,79,16.9,51.1,53,30.21,0.0700000000000003,4.6,12.7,0,0,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2015-09-23
22.462,2.335,8.196,6.127,3.659,2.043,5.234,21.985,4.139,8.088,4.952,8.358,3.543,8.212,3.969,2.023,3.121,3.437,7.649,2.921,1.367,63,69.55,78.1,15.1,55.9,63,30.215,0.0599999999999987,6.9,11.5,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,1,1,1,1,2015-09-24
21.922,2.215,8.102,6.123,3.449,1.975,5.093,21.888,4.128,7.159,5.121,8.408,3.513,7.95,4.045,1.848,2.892,3.55,7.649,2.754,1.456,64,69.1,75,11,57.9,70,30.21,0.0599999999999987,8.65,15,0,0,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2015-09-25
8.384,1.055,1.561,3.461,1.859,0.76,2.451,7.77,1.53,0.06,2.832,1.63,1.635,2.411,1.299,0.974,1.672,1.636,4.066,1.443,0.832,61,70,75,14,57.9,65,30.21,0.100000000000001,8.1,15,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,1,1,1,1,2015-09-26
7.018,0.787,1.19,2.695,1.375,0.648,1.879,6.517,1.468,0.023,2.255,1.243,1.209,2.131,0.961,0.761,1.155,1.232,3.309,1.045,0.633,66.9,69.55,75,8.09999999999999,60.1,70,30.105,0.149999999999999,6.9,10.4,0,0,0,0,0.0384615384615385,0,0.961538461538462,0.538461538461538,0,0,0,0,1,0,1,1,1,1,2015-09-27
21.9,2.296,8.228,5.905,3.56,2.088,5.001,22.191,4.123,7.991,4.757,8.023,3.332,7.897,3.877,1.812,3.11,3.323,7.467,2.759,1.255,68,71.1,80.1,12.1,63,76,29.99,0.109999999999999,5.8,9.2,0,0,0,0,0,0,1,0.576923076923077,0,0,0,0,0,0,1,1,1,1,2015-09-28
22.264,2.391,8.415,6.014,3.784,2.125,5.259,22.674,4.171,8.128,5.017,8.379,3.51,8.201,4.126,1.971,3.195,3.745,7.485,2.88,1.31,60.1,64,75.9,15.8,55.9,75,30.02,0.199999999999999,17.3,21.9,23,31.1,0,0,0.0645161290322581,0,0.935483870967742,0.580645161290323,0,0,0,0,0,0,1,1,1,1,2015-09-29
22.298,2.359,8.239,6.094,3.726,2.063,5.325,22.521,4.215,8.217,5.001,8.245,3.499,8.511,4.077,1.941,3.125,3.455,7.663,2.917,1.32,57,59,62.1,5.1,44.1,61,30.17,0.109999999999999,17.3,23,23,29.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-09-30
22.335,2.367,8.642,6.016,3.683,2.17,5.345,23.117,4.355,8.47,4.989,8.642,3.566,8.602,4.175,1.912,3.181,3.375,7.65,2.965,1.328,54,57.9,60.1,6.1,41,53,30.275,0.0999999999999979,18.4,28.8,25.9,38,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-10-01
21.836,2.187,7.832,6.03,3.453,2.025,4.957,21.965,4.332,7.208,5.031,7.936,3.384,8.266,3.729,1.845,2.973,3.705,7.446,2.694,1.309,53.1,55.9,62.1,9,39.9,58,30.32,0.0700000000000003,22.45,27.6,31.1,34.5,0,0,0,0,0.916666666666667,0,0,0,0,0,0,0,1,1,1,1,2015-10-02
6.94,1.103,1.732,3.653,1.904,0.82,2.573,8.511,1.596,0.064,2.861,1.229,1.742,2.888,1.062,1.046,1.686,1.896,4.158,1.524,0.755,50,51.55,57,7,39.9,63,30.2,0.0899999999999999,19.6,25.3,28.8,31.1,0,0.02,0.458333333333333,0,0.541666666666667,0.416666666666667,0,0,0,0,0,0,1,1,1,1,2015-10-03
5.817,0.837,1.257,3.043,1.416,0.658,1.83,7.254,1.634,0.021,2.184,0.821,1.215,2.499,0.735,0.753,1.28,1.623,3.178,1.066,0.601,50,53.1,59,9,46.9,77,30.18,0.0600000000000023,13.8,19.6,0,26.5,0,0.01,0,0,1,0.96,0,0,0,0,0,1,1,1,1,1,2015-10-04
21.996,2.286,8.599,5.983,3.566,2.089,5.185,22.337,4.252,8.154,4.859,8.421,3.463,8.196,4.044,1.907,3.078,3.612,7.482,2.817,1.291,57,57.9,61,4,54,83,30.17,0.0599999999999987,8.1,13.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015-10-05
22.676,2.424,8.454,5.978,3.722,2.181,5.302,22.45,4.111,8.372,4.971,8.555,3.522,8.067,4.072,1.96,3.095,3.566,7.546,2.922,1.274,57.9,59,68,10.1,54,83,30.15,0.0899999999999999,6.9,9.2,0,0,0,0,0.142857142857143,0,0.821428571428571,0.571428571428571,0,0,0,0,0,0,0,0,0,0,2015-10-06
22.612,2.321,8.211,6.02,3.671,2.14,5.214,21.77,3.943,8.096,4.992,8.412,3.476,8.078,3.922,2.013,3.105,3.604,7.657,2.958,1.315,57,60.1,72,15,54,78,30.13,0.0700000000000003,4.6,13.8,0,0,0,0,0,0,0.96,0.16,0,1,0,0,0,0,0,0,0,0,2015-10-07
22.944,2.333,8.193,6.18,3.764,2.152,5.215,22.462,4.159,7.931,4.992,8.151,3.467,8.458,4.041,1.979,3.133,3.458,7.656,2.985,1.271,55,60,78.1,23.1,52,70.5,30.045,0.289999999999999,8.65,16.1,0,23,0,0,0,0,0.875,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,2015-10-08
22.177,2.231,7.511,6.142,3.558,2.03,5.125,21.922,4.324,6.96,4.957,7.861,3.468,7.899,3.839,1.933,3.106,3.633,7.805,2.716,1.292,55.9,60.45,71.1,15.2,48,67,30.065,0.359999999999999,12.7,17.3,0,24.2,0,0,0,0,0.941176470588235,0.61764705882353,1,0,0,0,0,0,0,0,0,0,2015-10-09
8.084,1.164,1.494,3.655,2.115,0.868,2.754,8.384,1.643,0.048,2.969,1.21,1.828,2.922,1.145,1.136,1.84,2.083,4.248,1.513,0.895,45,55.45,66,21,43,63,30.22,0.260000000000002,6.95,12.7,0,0,0,0,0,0,1,0.125,0,1,0,0,0,0,0,0,0,0,2015-10-10
9.531,0.773,1.124,2.797,1.374,0.607,1.882,7.018,1.613,0.031,2.186,0.784,1.169,2.313,0.808,0.826,1.238,1.513,3.006,1.048,0.604,53.1,57.9,79,25.9,44.1,58.5,29.87,0.319999999999997,10.95,18.4,0,27.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015-10-11
19.589,2.393,8.429,5.967,3.595,2.048,5.173,21.9,4.427,7.838,4.829,8.431,3.345,8.02,3.98,1.914,3.049,3.605,7.344,2.832,1.264,63,67.45,75.9,12.9,47.45,48.5,29.52,0.219999999999999,13.8,24.2,0,41.4,0,0,0,0,0.916666666666667,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,2015-10-12
23.111,2.391,8.561,5.931,3.598,2.059,5.335,22.264,4.276,7.787,4.907,8.59,3.413,8.438,3.87,1.849,3.165,3.337,7.412,2.906,1.25,51.1,54,64,12.9,39.9,57,29.67,0.289999999999999,12.7,20.7,0,29.9,0,0,0,0,1,0.37037037037037,0,0,0,0,0,0,0,0,0,0,2015-10-13
23.349,2.435,8.331,6.088,3.719,2.04,5.211,22.298,4.176,7.924,4.895,8.564,3.632,8.472,4.024,1.935,3.204,3.403,7.592,2.957,1.249,45,54.5,64,19,37.9,60.5,29.975,0.220000000000002,8.1,11.5,0,0,0,0,0,0,0.791666666666667,0,1,0,0,0,0,0,0,0,0,0,2015-10-14
23.416,2.489,8.315,6.155,3.679,2.093,5.285,22.335,4.135,7.57,5.027,8.585,3.503,8.579,3.999,1.965,3.223,3.503,7.731,2.913,1.293,50,54.5,70,20,36.5,50,30.01,0.140000000000001,10.4,20.7,0,32.2,0,0,0,0,0.708333333333333,0.0416666666666667,1,0,0,0,0,0,0,0,0,0,2015-10-15
22.885,2.305,7.749,6.231,3.592,1.955,4.996,21.836,4.241,7.202,5.068,7.871,3.457,8.227,3.775,1.877,2.938,3.386,7.601,2.708,1.257,44.1,50.55,57.9,13.8,29.45,43,30.255,0.209999999999997,9.2,17.3,0,21.9,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,2015-10-16
8.554,1.031,1.596,3.441,1.778,0.657,2.404,6.94,1.461,1.595,2.634,1.443,1.566,2.72,1.098,1.039,1.668,1.52,3.871,1.323,0.709,37,45.5,53.1,16.1,21.9,42,30.4,0.189999999999998,9.8,15,0,23,0,0,0,0,0.625,0,0,1,0,0,0,0,0,0,0,0,2015-10-17
7.015,0.757,1.469,2.74,1.258,0.575,1.743,5.817,1.592,1.038,2.127,0.975,1.211,2.288,0.719,0.756,1.238,1.173,3.001,1.027,0.539,36,43.55,60.1,24.1,27,50.5,30.43,0.149999999999999,3.5,8.1,0,0,0,0,0,0,0.375,0,0,0,0,0,1,0,0,0,0,0,2015-10-18
22.604,2.366,8.348,5.914,3.582,2.008,5.086,21.996,4.35,8.215,4.817,8.439,3.313,8.186,4.002,1.77,3.15,3.26,7.268,2.873,1.231,46.9,52.55,73,26.1,26.55,36,30.215,0.350000000000001,16.1,24.2,27.05,33.4,0,0,0,0,0.541666666666667,0,0,0,0,0,0,0,0,0,0,0,2015-10-19
22.831,2.457,8.792,5.955,3.639,2.098,5.222,22.676,4.271,8.476,4.977,8.533,3.557,8.458,4.128,1.911,3.091,3.344,7.529,2.92,1.25,55,64.45,77,22,35.55,34,30.06,0.109999999999999,12.7,19.6,0,31.1,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,2015-10-20
23.262,2.435,8.584,5.973,3.701,2.073,5.326,22.612,4.207,8.637,4.983,8.939,3.542,8.422,4.082,1.997,3.147,3.445,7.73,2.988,1.315,59,63.5,75.9,16.9,50.55,58,30.09,0.150000000000002,10.95,20.7,0,28.8,0,0.07,0.125,0,0.875,0.708333333333333,0,0,0,0,0,0,0,0,0,0,2015-10-21
23.534,2.4,8.296,6.098,3.703,2.024,5.331,22.944,4.3,8.158,5.085,8.41,3.591,8.803,3.956,1.907,3.131,3.492,7.613,3.02,1.266,55,60.1,70,15,45,64,30.24,0.210000000000001,9.2,11.5,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,2015-10-22
22.073,2.458,7.832,6.215,3.619,1.952,5.017,22.177,4.421,7.256,4.975,8.209,3.411,8.369,3.753,1.901,2.955,3.428,7.616,2.879,1.31,54,55.9,64,10,42.55,60,30.225,0.350000000000001,10.95,18.4,0,0,0,0.02,0.0833333333333333,0,0.916666666666667,0.708333333333333,0,0,0,0,0,0,0,0,0,0,2015-10-23
8.246,1.083,2.27,3.648,1.89,0.785,2.64,8.084,1.745,1.967,2.804,1.613,1.636,2.883,1.087,1.089,1.782,1.716,4.063,1.384,0.746,55,64.9,66.9,11.9,59,81,29.835,0.260000000000002,13.8,28.8,0,36.8,0,0.08,0.125,0,0.875,0.78125,0,1,0,0,0,0,0,0,0,0,2015-10-24
6.157,0.89,3.03,3.037,1.761,0.873,1.984,9.531,2.615,2.64,2.411,2.119,1.407,3.952,1.262,0.942,1.381,1.334,3.379,1.257,0.705,43,54,62.1,19.1,39,64,30.3,0.34,6.9,18.4,0,25.3,0,0,0,0,0.777777777777778,0.185185185185185,0,0,0,0,0,0,0,0,0,0,2015-10-25
21.941,2.038,7.851,5.394,3.236,1.76,4.478,19.589,3.769,7.767,4.312,7.459,2.958,7.609,3.289,1.517,2.723,3.117,6.423,2.515,0.964,44.1,52.55,61,16.9,37.45,61.5,30.38,0.100000000000001,6.9,11.5,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0,1,0,0,0,0,0,0,0,0,2015-10-26
22.42,2.438,8.7,6.053,3.712,2.096,5.235,23.111,4.33,8.959,5.051,8.871,3.547,8.249,4.189,1.825,3.023,3.7,7.434,2.893,1.269,52,55,57,5,41,61,30.24,0.41,11.5,21.9,0,27.6,0,0.06,0.4,0,0.6,0.6,0,0,0,1,0,0,0,0,0,0,2015-10-27
22.153,2.386,8.479,6.046,3.823,2.003,5.311,23.349,4.264,8.749,4.992,8.536,3.495,8.348,4.158,1.904,3.16,3.478,7.549,2.969,1.223,44.1,54,57.9,13.8,50.55,88.5,29.46,0.469999999999999,13.8,25.3,0,34.5,0,0.1,0.74,0,0.26,0.26,0,0,1,0,0,0,0,0,0,0,2015-10-28
22.392,2.467,8.598,6.117,3.848,2.085,5.318,23.416,4.419,8.559,5.05,8.66,3.621,8.511,4.128,1.921,3.129,3.396,7.727,2.975,1.271,37.9,42,48,10.1,30.45,66.5,29.625,0.359999999999999,17.85,23,26.5,34.5,0,0,0.0714285714285714,0,0.928571428571429,0.428571428571429,1,0,0,0,0,0,0,0,0,0,2015-10-29
22.031,2.245,8.079,6.21,3.582,1.963,4.96,22.885,4.489,7.631,5.077,7.976,3.445,8.339,3.844,1.835,3.026,3.485,7.657,2.823,1.239,37.9,46.9,55.9,18,36,64.5,30.085,0.23,5.8,10.4,0,0,0,0,0,0,0.916666666666667,0.125,1,0,1,0,0,0,0,0,0,0,2015-10-30
5.506,1.078,2.29,3.676,1.918,0.708,2.444,8.554,1.837,2.088,2.84,1.644,1.591,3.139,0.993,1.031,1.705,1.686,4.048,1.384,0.709,46,48,53.1,7.1,42.55,86,29.885,0.420000000000002,10.4,13.8,0,25.3,0,0.19,0.71875,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,2015-10-31
6.039,0.752,1.709,2.745,1.209,0.578,1.734,7.015,1.725,1.172,2.042,1.162,1.105,2.544,0.681,0.767,1.094,1.284,3.232,1.066,0.5,46,53.1,64,18,42.1,77,29.85,0.259999999999998,12.7,19.6,0,27.6,0,0,0,0,0.96,0.2,0,0,0,1,0,1,0,0,0,0,2015-11-01
22.212,2.237,8.677,5.96,3.682,1.978,4.972,22.604,4.317,8.396,4.888,8.36,3.445,8.359,3.908,1.798,3.075,3.338,7.376,2.912,1.266,50,57,73.9,23.9,44.1,59,29.97,0.0599999999999987,9.2,17.3,0,25.3,0,0,0,0,0.826086956521739,0,0,1,0,0,0,0,0,0,0,0,2015-11-02
22.171,2.437,8.825,6.067,3.716,2.11,5.351,22.831,4.26,9.019,5.005,8.86,3.715,8.338,4.089,1.81,3.177,3.731,7.523,2.849,1.273,51.1,60.55,73,21.9,46.45,67,30.065,0.150000000000002,5.8,11.5,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,2015-11-03
22.829,2.461,8.665,6.072,3.754,2.054,5.385,23.262,4.289,8.971,5.033,8.975,3.626,8.91,4.098,1.94,3.119,3.852,7.574,2.959,1.25,50,55.65,73,23,53.35,88,30.11,0.109999999999999,4.6,13.8,0,0,0,0,0.0526315789473684,0,0.789473684210526,0.131578947368421,0,1,0,0,0,0,0,0,0,0,2015-11-04
22.713,2.345,8.411,6.154,3.705,2.075,5.247,23.534,4.305,8.586,4.994,8.469,3.608,8.938,4.063,1.894,3.18,3.6,7.797,2.963,1.209,61,66,71.1,10.1,57,75,30.04,0.23,10.4,21.9,0,31.1,0,0,0.12,0,0.76,0.44,0,0,0,1,0,0,0,0,0,0,2015-11-05
22.156,2.336,7.778,6.04,3.396,1.987,4.877,22.073,4.279,7.638,5.019,8.224,3.377,8.188,3.745,1.901,2.97,3.483,7.628,2.797,1.157,46,57,66.2,20.2,48.9,75,29.8,0.510000000000002,17.3,25.3,24.2,35.7,0,0.33,0.27027027027027,0,0.72972972972973,0.540540540540541,1,0,0,0,0,0,0,0,0,0,2015-11-06
7.394,1.035,1.805,3.455,1.787,0.788,2.705,8.246,1.625,2.078,2.556,1.491,1.564,3.018,0.92,1.036,1.673,1.579,3.97,1.365,0.678,39,46,54,15,34,65.5,30.28,0.219999999999999,7.5,19.6,0,26.5,0,0,0,0,0.791666666666667,0.0416666666666667,0,0,0,1,0,0,0,0,0,0,2015-11-07
6.283,0.735,1.564,2.719,1.272,0.536,1.782,6.157,1.511,1.283,2.112,0.958,1.157,2.196,0.68,0.761,1.148,1.178,3.156,1.076,0.528,34,44.55,53.1,19.1,27,52,30.43,0.140000000000001,4.6,9.2,0,0,0,0,0,0,0.458333333333333,0,0,1,0,0,0,0,0,0,0,0,2015-11-08
22.38,2.299,8.463,5.895,3.602,1.969,4.96,21.941,4.222,8.558,4.792,8.518,3.4,8.197,3.965,1.832,3.152,3.241,7.539,2.814,1.204,36,46.45,55.9,19.9,28,52.5,30.3,0.16,4.6,8.1,0,0,0,0,0,0,0.25,0,0,0,1,0,1,0,0,0,0,0,2015-11-09
22.977,2.351,8.818,6.021,3.552,1.969,5.179,22.42,4.452,8.757,4.894,9.11,3.476,8.457,4.072,1.828,3.021,3.391,7.454,2.794,1.191,39.9,50,57,17.1,33.1,57.5,30.12,0.16,3.5,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015-11-10
18.231,2.349,8.483,6.01,3.61,1.969,5.188,22.153,4.301,8.803,4.894,8.818,3.468,8.503,3.912,1.86,2.99,3.349,7.526,2.859,1.154,43,48,64,21,33,54,29.92,0.52,8.1,23,0,34.5,0,0,0,0,0.833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,2015-11-11
22.337,2.344,8.445,6.124,3.606,1.984,5.149,22.392,4.326,8.629,4.894,8.411,3.465,8.586,3.977,1.876,3.052,3.413,7.514,2.841,1.121,44.1,48.9,61,16.9,39,76,29.42,0.579999999999998,24.2,34.5,38,46,0,0.55,0.463414634146341,0,0.51219512195122,0.536585365853659,0,1,0,0,0,0,0,0,0,0,2015-11-12
21.676,2.264,7.901,6.127,3.47,1.97,4.918,22.031,4.271,7.791,4.972,8.249,3.411,8.535,3.818,1.836,2.937,3.442,7.414,2.779,1.219,37,44.1,48,11,27,53,30.01,0.330000000000002,18.45,27.6,31.05,36.8,0,0,0,0,0.916666666666667,0.208333333333333,0,0,0,1,0,0,0,0,0,0,2015-11-13
7.001,0.937,1.241,3.11,1.437,0.68,2.127,5.506,1.373,1.729,2.355,1.211,1.345,2.076,0.967,0.896,1.355,1.314,3.401,1.091,0.614,30.9,39.45,57.9,27,24.1,54,30.27,0.16,6.35,16.1,0,26.5,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,2015-11-14
6.047,0.788,1.406,2.841,1.2,0.547,1.768,6.039,1.546,1.342,2.133,1.116,1.219,2.155,0.737,0.756,1.116,1.219,3.121,1.088,0.538,45,52.55,64.9,19.9,32,47,30.21,0.0899999999999999,8.65,15,0,21.9,0,0,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,2015-11-15
21.474,2.284,8.644,5.897,3.565,2.032,4.984,22.212,4.312,8.442,4.906,8.594,3.438,8.339,3.986,1.809,3.154,3.366,7.433,2.777,1.171,48.9,53.1,57,8.1,33.1,48,30.16,0.0899999999999999,11.5,18.4,0,26.5,0,0,0.08,0,0.92,0.28,0,0,0,1,0,0,0,0,0,0,2015-11-16
21.805,2.256,8.376,5.626,3.695,1.916,5.223,22.171,3.644,8.738,4.799,8.739,3.413,7.785,4.125,1.871,3.15,3.224,7.488,2.678,1.223,48.9,55.9,60.1,11.2,46.9,81,29.94,0.370000000000001,16.1,23,23,31.1,0,0.25,0.617021276595745,0,0.382978723404255,0.382978723404255,0,0,0,0,0,0,0,0,0,0,2015-11-17
22.132,2.426,8.398,5.995,3.748,2.1,5.343,22.829,4.03,8.651,4.988,8.758,3.593,8.696,4.007,1.966,3.219,3.497,7.559,2.877,1.229,55.9,60.1,63,7.1,50,69,29.53,0.289999999999999,19.6,25.3,29.9,41.4,0,0.11,0.419354838709677,0,0.580645161290323,0.354838709677419,1,0,1,0,0,0,0,0,0,0,2015-11-18
22.134,2.383,8.271,6.163,3.657,2.151,5.214,22.713,4.099,8.245,4.999,8.468,3.49,8.822,4.029,1.873,3.171,3.544,7.688,2.88,1.175,39.9,46,53.1,13.2,37,58,29.78,0.5,16.1,29.9,25.3,41.4,0,0,0,0,0.827586206896552,0.379310344827586,0,0,0,0,0,0,0,0,0,0,2015-11-19
21.366,2.245,7.926,6.078,3.446,1.964,4.997,22.156,4.37,7.561,4.902,8.021,3.453,8.358,3.757,1.823,3.023,3.347,7.454,2.725,1.215,33.1,38.45,43,9.9,17.1,43.5,30.26,0.199999999999999,12.1,17.3,0,24.2,0,0,0,0.0416666666666667,0.458333333333333,0.291666666666667,1,0,1,0,0,0,0,0,0,0,2015-11-20
6.798,1.086,1.966,3.592,1.886,0.728,2.505,7.394,1.512,2.052,2.729,1.468,1.513,2.793,1.107,0.996,1.666,1.532,3.926,1.329,0.654,28,34,35.6,7.6,30.9,92,30.07,0.390000000000001,10.4,25.3,0,33.4,0.02,0.07,0,0.984375,0.015625,0,1,0,0,0,0,0,0,0,0,0,2015-11-21
4.894,0.799,1.652,2.674,1.244,0.556,1.771,6.283,1.522,1.292,2.154,0.996,1.217,3.024,0.741,0.732,1.217,1.144,3.014,1.005,0.542,14,23,27,13,14,71,30.22,0.150000000000002,8.1,12.7,0,0,0,0,0,0,0.833333333333333,0.0416666666666667,0,0,0,0,0,1,0,0,0,0,2015-11-22
21.009,2.227,8.697,5.959,3.567,2.009,5.05,22.38,4.303,8.443,4.78,8.534,3.33,8.299,3.9,1.873,3.101,3.364,7.367,2.732,1.233,25,30,39,14,19.9,69,30.06,0.149999999999999,9.2,12.7,0,0,0,0,0,0,0.916666666666667,0.208333333333333,0,0,0,0,0,0,0,0,0,0,2015-11-23
21.612,2.399,8.52,6.042,3.659,2.089,5.189,22.977,4.248,8.562,4.949,8.672,3.562,8.427,4.116,1.905,3.109,3.36,7.697,2.826,1.229,28,33,45,17,26.55,75,30.31,0.199999999999999,4.6,12.7,0,0,0,0,0,0,0.875,0,0,0,1,0,0,0,0,0,0,0,2015-11-24
17.926,2.038,7.342,5.453,3.152,1.732,4.402,18.231,3.297,7.529,4.421,7.672,3.019,7.121,3.492,1.554,2.698,2.796,6.697,2.568,0.92,39,43.1,53.1,14.1,30.9,60,30.26,0.120000000000001,10.4,17.3,0,26.5,0,0,0,0,0.875,0.25,1,0,0,0,0,0,0,0,0,0,2015-11-25
3.433,2.363,8.274,6.102,3.473,1.955,4.86,22.337,4.284,8.741,4.894,8.702,3.424,8.46,3.883,1.745,2.957,3.298,7.36,2.753,1.113,50,53.1,62.1,12.1,46.9,76,30.23,0.120000000000001,13.8,18.4,23,29.9,0.01,0.14,0.529411764705882,0,0.470588235294118,0.411764705882353,0,0,0,0,1,0,0,0,0,0,2015-11-26
6.542,2.156,7.872,5.987,3.278,1.85,4.702,21.676,4.328,7.647,4.713,8.013,3.17,8.166,3.643,1.656,2.807,3.101,7.282,2.611,1.085,37.9,41,60.1,22.2,37,85,30.31,0.300000000000001,16.1,20.7,24.2,31.1,0.01,0.16,0.717948717948718,0,0.282051282051282,0.282051282051282,1,0,1,0,0,0,0,0,0,0,2015-11-27
5.911,1.005,1.799,3.385,1.798,0.709,2.451,7.001,1.482,1.862,2.594,1.442,1.556,2.581,1.022,0.978,1.723,1.557,3.928,1.303,0.649,37,39,39.9,2.9,28.9,67.5,30.395,0.0700000000000003,13.8,18.4,0,27.6,0,0,0.0384615384615385,0,0.961538461538462,0.538461538461538,1,0,0,0,0,0,0,0,0,0,2015-11-28
4.562,0.709,1.417,2.615,1.232,0.558,1.716,6.047,1.419,1.261,2.128,0.939,1.144,2.124,0.67,0.768,1.159,1.106,3.162,1.017,0.535,30,37.9,43,13,28.45,69.5,30.38,0.0899999999999999,8.65,11.5,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,2015-11-29
